,condition,well_id,day_0,well_label,image_name_0,has_cell_0,hyst2_area_0,day_1,image_name_1,has_cell_1,hyst2_area_1,day_2,image_name_2,has_cell_2,hyst2_area_2,day_3,image_name_3,has_cell_3,hyst2_area_3,day_4,image_name_4,has_cell_4,hyst2_area_4,day_5,image_name_5,has_cell_5,hyst2_area_5,day_6,image_name_6,has_cell_6,hyst2_area_6,day_7,image_name_7,has_cell_7,hyst2_area_7,day_8,image_name_8,has_cell_8,hyst2_area_8,day_9,image_name_9,has_cell_9,hyst2_area_9,day_10,image_name_10,has_cell_10,hyst2_area_10,day_11,image_name_11,has_cell_11,hyst2_area_11,day_12,image_name_12,has_cell_12,hyst2_area_12,day_13,image_name_13,has_cell_13,hyst2_area_13
3141,A2,3237,0,3237,well_A2/well3237_day00_well.png,0,0,1,well_A2/well3237_day01_well.png,0,0,2,well_A2/well3237_day02_well.png,0,0,3,well_A2/well3237_day03_well.png,0,0,4,well_A2/well3237_day04_well.png,0,0,5,well_A2/well3237_day05_well.png,0,0,6,well_A2/well3237_day06_well.png,0,0,7,well_A2/well3237_day07_well.png,0,0,8,well_A2/well3237_day08_well.png,0,0,9,well_A2/well3237_day09_well.png,0,0,10,well_A2/well3237_day10_well.png,0,0,11,well_A2/well3237_day11_well.png,0,0,12,well_A2/well3237_day12_well.png,0,0,13,well_A2/well3237_day13_well.png,0,0
3142,A1,4635,0,4635,well_A1/well4635_day00_well.png,1,3816,1,well_A1/well4635_day01_well.png,1,3453,2,well_A1/well4635_day02_well.png,1,623,3,well_A1/well4635_day03_well.png,1,142,4,well_A1/well4635_day04_well.png,1,820,5,well_A1/well4635_day05_well.png,0,0,6,well_A1/well4635_day06_well.png,1,608,7,well_A1/well4635_day07_well.png,1,1209,8,well_A1/well4635_day08_well.png,1,814,9,well_A1/well4635_day09_well.png,1,931,10,well_A1/well4635_day10_well.png,1,1171,11,well_A1/well4635_day11_well.png,1,1300,12,well_A1/well4635_day12_well.png,1,1414,13,well_A1/well4635_day13_well.png,1,2193
3143,C1,953,0,0953,well_C1/well0953_day00_well.png,0,0,1,well_C1/well0953_day01_well.png,0,0,2,well_C1/well0953_day02_well.png,0,0,3,well_C1/well0953_day03_well.png,0,0,4,well_C1/well0953_day04_well.png,0,0,5,well_C1/well0953_day05_well.png,0,0,6,well_C1/well0953_day06_well.png,0,0,7,well_C1/well0953_day07_well.png,1,98,8,well_C1/well0953_day08_well.png,0,0,9,well_C1/well0953_day09_well.png,0,0,10,well_C1/well0953_day10_well.png,0,0,11,well_C1/well0953_day11_well.png,0,0,12,well_C1/well0953_day12_well.png,0,0,13,well_C1/well0953_day13_well.png,1,186
3144,C1,91,0,0091,well_C1/well0091_day00_well.png,0,0,1,well_C1/well0091_day01_well.png,0,0,2,well_C1/well0091_day02_well.png,0,0,3,well_C1/well0091_day03_well.png,0,0,4,well_C1/well0091_day04_well.png,0,0,5,well_C1/well0091_day05_well.png,0,0,6,well_C1/well0091_day06_well.png,0,0,7,well_C1/well0091_day07_well.png,0,0,8,well_C1/well0091_day08_well.png,0,0,9,well_C1/well0091_day09_well.png,0,0,10,well_C1/well0091_day10_well.png,0,0,11,well_C1/well0091_day11_well.png,0,0,12,well_C1/well0091_day12_well.png,0,0,13,well_C1/well0091_day13_well.png,1,87
3145,A1,2078,0,2078,well_A1/well2078_day00_well.png,0,0,1,well_A1/well2078_day01_well.png,1,1061,2,well_A1/well2078_day02_well.png,1,1502,3,well_A1/well2078_day03_well.png,1,1032,4,well_A1/well2078_day04_well.png,1,4123,5,well_A1/well2078_day05_well.png,0,0,6,well_A1/well2078_day06_well.png,0,0,7,well_A1/well2078_day07_well.png,0,0,8,well_A1/well2078_day08_well.png,0,0,9,well_A1/well2078_day09_well.png,0,0,10,well_A1/well2078_day10_well.png,0,0,11,well_A1/well2078_day11_well.png,0,0,12,well_A1/well2078_day12_well.png,0,0,13,well_A1/well2078_day13_well.png,0,0
3146,A1,822,0,0822,well_A1/well0822_day00_well.png,0,0,1,well_A1/well0822_day01_well.png,1,830,2,well_A1/well0822_day02_well.png,0,0,3,well_A1/well0822_day03_well.png,1,1041,4,well_A1/well0822_day04_well.png,1,993,5,well_A1/well0822_day05_well.png,1,1605,6,well_A1/well0822_day06_well.png,0,0,7,well_A1/well0822_day07_well.png,0,0,8,well_A1/well0822_day08_well.png,0,0,9,well_A1/well0822_day09_well.png,0,0,10,well_A1/well0822_day10_well.png,1,25,11,well_A1/well0822_day11_well.png,1,109,12,well_A1/well0822_day12_well.png,1,103,13,well_A1/well0822_day13_well.png,1,139
3147,C1,1404,0,1404,well_C1/well1404_day00_well.png,0,0,1,well_C1/well1404_day01_well.png,0,0,2,well_C1/well1404_day02_well.png,0,0,3,well_C1/well1404_day03_well.png,0,0,4,well_C1/well1404_day04_well.png,0,0,5,well_C1/well1404_day05_well.png,0,0,6,well_C1/well1404_day06_well.png,1,203,7,well_C1/well1404_day07_well.png,1,180,8,well_C1/well1404_day08_well.png,1,147,9,well_C1/well1404_day09_well.png,1,124,10,well_C1/well1404_day10_well.png,1,165,11,well_C1/well1404_day11_well.png,1,131,12,well_C1/well1404_day12_well.png,0,0,13,well_C1/well1404_day13_well.png,1,138
3148,A1,3769,0,3769,well_A1/well3769_day00_well.png,0,0,1,well_A1/well3769_day01_well.png,1,445,2,well_A1/well3769_day02_well.png,1,424,3,well_A1/well3769_day03_well.png,1,83,4,well_A1/well3769_day04_well.png,1,1143,5,well_A1/well3769_day05_well.png,1,1424,6,well_A1/well3769_day06_well.png,1,2066,7,well_A1/well3769_day07_well.png,1,1850,8,well_A1/well3769_day08_well.png,1,1548,9,well_A1/well3769_day09_well.png,1,2019,10,well_A1/well3769_day10_well.png,1,989,11,well_A1/well3769_day11_well.png,1,1690,12,well_A1/well3769_day12_well.png,1,834,13,well_A1/well3769_day13_well.png,1,950
3149,C1,1148,0,1148,well_C1/well1148_day00_well.png,0,0,1,well_C1/well1148_day01_well.png,0,0,2,well_C1/well1148_day02_well.png,0,0,3,well_C1/well1148_day03_well.png,0,0,4,well_C1/well1148_day04_well.png,0,0,5,well_C1/well1148_day05_well.png,0,0,6,well_C1/well1148_day06_well.png,0,0,7,well_C1/well1148_day07_well.png,0,0,8,well_C1/well1148_day08_well.png,0,0,9,well_C1/well1148_day09_well.png,0,0,10,well_C1/well1148_day10_well.png,0,0,11,well_C1/well1148_day11_well.png,0,0,12,well_C1/well1148_day12_well.png,0,0,13,well_C1/well1148_day13_well.png,0,0
3150,C1,1736,0,1736,well_C1/well1736_day00_well.png,0,0,1,well_C1/well1736_day01_well.png,0,0,2,well_C1/well1736_day02_well.png,0,0,3,well_C1/well1736_day03_well.png,0,0,4,well_C1/well1736_day04_well.png,0,0,5,well_C1/well1736_day05_well.png,0,0,6,well_C1/well1736_day06_well.png,0,0,7,well_C1/well1736_day07_well.png,0,0,8,well_C1/well1736_day08_well.png,0,0,9,well_C1/well1736_day09_well.png,0,0,10,well_C1/well1736_day10_well.png,0,0,11,well_C1/well1736_day11_well.png,0,0,12,well_C1/well1736_day12_well.png,0,0,13,well_C1/well1736_day13_well.png,0,0
3151,A1,2255,0,2255,well_A1/well2255_day00_well.png,0,0,1,well_A1/well2255_day01_well.png,0,0,2,well_A1/well2255_day02_well.png,0,0,3,well_A1/well2255_day03_well.png,0,0,4,well_A1/well2255_day04_well.png,0,0,5,well_A1/well2255_day05_well.png,0,0,6,well_A1/well2255_day06_well.png,0,0,7,well_A1/well2255_day07_well.png,0,0,8,well_A1/well2255_day08_well.png,0,0,9,well_A1/well2255_day09_well.png,0,0,10,well_A1/well2255_day10_well.png,0,0,11,well_A1/well2255_day11_well.png,0,0,12,well_A1/well2255_day12_well.png,0,0,13,well_A1/well2255_day13_well.png,0,0
3152,A1,2316,0,2316,well_A1/well2316_day00_well.png,0,0,1,well_A1/well2316_day01_well.png,0,0,2,well_A1/well2316_day02_well.png,0,0,3,well_A1/well2316_day03_well.png,0,0,4,well_A1/well2316_day04_well.png,0,0,5,well_A1/well2316_day05_well.png,0,0,6,well_A1/well2316_day06_well.png,1,51,7,well_A1/well2316_day07_well.png,0,0,8,well_A1/well2316_day08_well.png,1,83,9,well_A1/well2316_day09_well.png,0,0,10,well_A1/well2316_day10_well.png,0,0,11,well_A1/well2316_day11_well.png,0,0,12,well_A1/well2316_day12_well.png,0,0,13,well_A1/well2316_day13_well.png,0,0
3153,A2,1483,0,1483,well_A2/well1483_day00_well.png,1,2283,1,well_A2/well1483_day01_well.png,1,2666,2,well_A2/well1483_day02_well.png,1,2408,3,well_A2/well1483_day03_well.png,1,2884,4,well_A2/well1483_day04_well.png,1,2478,5,well_A2/well1483_day05_well.png,1,2597,6,well_A2/well1483_day06_well.png,1,2610,7,well_A2/well1483_day07_well.png,1,2233,8,well_A2/well1483_day08_well.png,1,2345,9,well_A2/well1483_day09_well.png,1,2480,10,well_A2/well1483_day10_well.png,1,2359,11,well_A2/well1483_day11_well.png,1,2423,12,well_A2/well1483_day12_well.png,1,2874,13,well_A2/well1483_day13_well.png,1,2865
3154,C1,2667,0,2667,well_C1/well2667_day00_well.png,0,0,1,well_C1/well2667_day01_well.png,0,0,2,well_C1/well2667_day02_well.png,0,0,3,well_C1/well2667_day03_well.png,0,0,4,well_C1/well2667_day04_well.png,0,0,5,well_C1/well2667_day05_well.png,0,0,6,well_C1/well2667_day06_well.png,0,0,7,well_C1/well2667_day07_well.png,0,0,8,well_C1/well2667_day08_well.png,0,0,9,well_C1/well2667_day09_well.png,0,0,10,well_C1/well2667_day10_well.png,0,0,11,well_C1/well2667_day11_well.png,0,0,12,well_C1/well2667_day12_well.png,0,0,13,well_C1/well2667_day13_well.png,0,0
3155,A2,418,0,0418,well_A2/well0418_day00_well.png,1,1866,1,well_A2/well0418_day01_well.png,1,2080,2,well_A2/well0418_day02_well.png,1,1885,3,well_A2/well0418_day03_well.png,1,2236,4,well_A2/well0418_day04_well.png,1,1881,5,well_A2/well0418_day05_well.png,1,1975,6,well_A2/well0418_day06_well.png,1,1948,7,well_A2/well0418_day07_well.png,1,1785,8,well_A2/well0418_day08_well.png,1,1776,9,well_A2/well0418_day09_well.png,1,1850,10,well_A2/well0418_day10_well.png,1,1676,11,well_A2/well0418_day11_well.png,1,1874,12,well_A2/well0418_day12_well.png,1,2020,13,well_A2/well0418_day13_well.png,1,2095
3156,A2,923,0,0923,well_A2/well0923_day00_well.png,1,3385,1,well_A2/well0923_day01_well.png,1,3279,2,well_A2/well0923_day02_well.png,1,3294,3,well_A2/well0923_day03_well.png,1,2772,4,well_A2/well0923_day04_well.png,1,3115,5,well_A2/well0923_day05_well.png,1,3835,6,well_A2/well0923_day06_well.png,1,3383,7,well_A2/well0923_day07_well.png,1,3215,8,well_A2/well0923_day08_well.png,1,3379,9,well_A2/well0923_day09_well.png,1,3250,10,well_A2/well0923_day10_well.png,1,3761,11,well_A2/well0923_day11_well.png,1,3575,12,well_A2/well0923_day12_well.png,1,3624,13,well_A2/well0923_day13_well.png,1,4149
3157,A1,3988,0,3988,well_A1/well3988_day00_well.png,0,0,1,well_A1/well3988_day01_well.png,0,0,2,well_A1/well3988_day02_well.png,1,89,3,well_A1/well3988_day03_well.png,1,655,4,well_A1/well3988_day04_well.png,1,393,5,well_A1/well3988_day05_well.png,1,852,6,well_A1/well3988_day06_well.png,0,0,7,well_A1/well3988_day07_well.png,0,0,8,well_A1/well3988_day08_well.png,0,0,9,well_A1/well3988_day09_well.png,0,0,10,well_A1/well3988_day10_well.png,0,0,11,well_A1/well3988_day11_well.png,0,0,12,well_A1/well3988_day12_well.png,0,0,13,well_A1/well3988_day13_well.png,0,0
3158,C1,647,0,0647,well_C1/well0647_day00_well.png,0,0,1,well_C1/well0647_day01_well.png,0,0,2,well_C1/well0647_day02_well.png,0,0,3,well_C1/well0647_day03_well.png,0,0,4,well_C1/well0647_day04_well.png,0,0,5,well_C1/well0647_day05_well.png,0,0,6,well_C1/well0647_day06_well.png,0,0,7,well_C1/well0647_day07_well.png,0,0,8,well_C1/well0647_day08_well.png,0,0,9,well_C1/well0647_day09_well.png,0,0,10,well_C1/well0647_day10_well.png,0,0,11,well_C1/well0647_day11_well.png,0,0,12,well_C1/well0647_day12_well.png,0,0,13,well_C1/well0647_day13_well.png,0,0
3159,C1,2024,0,2024,well_C1/well2024_day00_well.png,0,0,1,well_C1/well2024_day01_well.png,0,0,2,well_C1/well2024_day02_well.png,0,0,3,well_C1/well2024_day03_well.png,0,0,4,well_C1/well2024_day04_well.png,0,0,5,well_C1/well2024_day05_well.png,0,0,6,well_C1/well2024_day06_well.png,0,0,7,well_C1/well2024_day07_well.png,1,163,8,well_C1/well2024_day08_well.png,1,252,9,well_C1/well2024_day09_well.png,1,180,10,well_C1/well2024_day10_well.png,1,83,11,well_C1/well2024_day11_well.png,1,350,12,well_C1/well2024_day12_well.png,1,268,13,well_C1/well2024_day13_well.png,1,263
3160,A2,152,0,0152,well_A2/well0152_day00_well.png,1,3064,1,well_A2/well0152_day01_well.png,1,3038,2,well_A2/well0152_day02_well.png,1,2949,3,well_A2/well0152_day03_well.png,1,3188,4,well_A2/well0152_day04_well.png,1,3011,5,well_A2/well0152_day05_well.png,1,3042,6,well_A2/well0152_day06_well.png,1,2918,7,well_A2/well0152_day07_well.png,1,2689,8,well_A2/well0152_day08_well.png,1,2819,9,well_A2/well0152_day09_well.png,1,2856,10,well_A2/well0152_day10_well.png,1,2766,11,well_A2/well0152_day11_well.png,1,2784,12,well_A2/well0152_day12_well.png,1,3095,13,well_A2/well0152_day13_well.png,1,3216
3161,A1,3962,0,3962,well_A1/well3962_day00_well.png,0,0,1,well_A1/well3962_day01_well.png,0,0,2,well_A1/well3962_day02_well.png,1,662,3,well_A1/well3962_day03_well.png,1,136,4,well_A1/well3962_day04_well.png,0,0,5,well_A1/well3962_day05_well.png,0,0,6,well_A1/well3962_day06_well.png,0,0,7,well_A1/well3962_day07_well.png,0,0,8,well_A1/well3962_day08_well.png,0,0,9,well_A1/well3962_day09_well.png,0,0,10,well_A1/well3962_day10_well.png,0,0,11,well_A1/well3962_day11_well.png,1,25,12,well_A1/well3962_day12_well.png,0,0,13,well_A1/well3962_day13_well.png,0,0
3162,A1,1424,0,1424,well_A1/well1424_day00_well.png,1,2983,1,well_A1/well1424_day01_well.png,0,0,2,well_A1/well1424_day02_well.png,0,0,3,well_A1/well1424_day03_well.png,0,0,4,well_A1/well1424_day04_well.png,0,0,5,well_A1/well1424_day05_well.png,0,0,6,well_A1/well1424_day06_well.png,0,0,7,well_A1/well1424_day07_well.png,0,0,8,well_A1/well1424_day08_well.png,0,0,9,well_A1/well1424_day09_well.png,0,0,10,well_A1/well1424_day10_well.png,0,0,11,well_A1/well1424_day11_well.png,0,0,12,well_A1/well1424_day12_well.png,0,0,13,well_A1/well1424_day13_well.png,0,0
3163,A1,3443,0,3443,well_A1/well3443_day00_well.png,1,546,1,well_A1/well3443_day01_well.png,1,568,2,well_A1/well3443_day02_well.png,0,0,3,well_A1/well3443_day03_well.png,0,0,4,well_A1/well3443_day04_well.png,0,0,5,well_A1/well3443_day05_well.png,0,0,6,well_A1/well3443_day06_well.png,0,0,7,well_A1/well3443_day07_well.png,0,0,8,well_A1/well3443_day08_well.png,0,0,9,well_A1/well3443_day09_well.png,0,0,10,well_A1/well3443_day10_well.png,0,0,11,well_A1/well3443_day11_well.png,0,0,12,well_A1/well3443_day12_well.png,0,0,13,well_A1/well3443_day13_well.png,0,0
3164,A1,1492,0,1492,well_A1/well1492_day00_well.png,0,0,1,well_A1/well1492_day01_well.png,1,655,2,well_A1/well1492_day02_well.png,1,543,3,well_A1/well1492_day03_well.png,1,509,4,well_A1/well1492_day04_well.png,1,481,5,well_A1/well1492_day05_well.png,1,408,6,well_A1/well1492_day06_well.png,1,308,7,well_A1/well1492_day07_well.png,1,388,8,well_A1/well1492_day08_well.png,1,488,9,well_A1/well1492_day09_well.png,1,338,10,well_A1/well1492_day10_well.png,1,427,11,well_A1/well1492_day11_well.png,1,374,12,well_A1/well1492_day12_well.png,1,453,13,well_A1/well1492_day13_well.png,1,406
3165,A2,1349,0,1349,well_A2/well1349_day00_well.png,1,2668,1,well_A2/well1349_day01_well.png,1,3002,2,well_A2/well1349_day02_well.png,1,2874,3,well_A2/well1349_day03_well.png,1,3378,4,well_A2/well1349_day04_well.png,1,2973,5,well_A2/well1349_day05_well.png,1,3084,6,well_A2/well1349_day06_well.png,1,3028,7,well_A2/well1349_day07_well.png,1,2623,8,well_A2/well1349_day08_well.png,1,2782,9,well_A2/well1349_day09_well.png,1,2715,10,well_A2/well1349_day10_well.png,1,2836,11,well_A2/well1349_day11_well.png,1,2804,12,well_A2/well1349_day12_well.png,1,2890,13,well_A2/well1349_day13_well.png,1,2959
3166,A2,870,0,0870,well_A2/well0870_day00_well.png,1,3442,1,well_A2/well0870_day01_well.png,1,3306,2,well_A2/well0870_day02_well.png,1,3509,3,well_A2/well0870_day03_well.png,1,3158,4,well_A2/well0870_day04_well.png,1,3324,5,well_A2/well0870_day05_well.png,1,3822,6,well_A2/well0870_day06_well.png,1,3512,7,well_A2/well0870_day07_well.png,1,3490,8,well_A2/well0870_day08_well.png,1,3401,9,well_A2/well0870_day09_well.png,1,3875,10,well_A2/well0870_day10_well.png,1,3426,11,well_A2/well0870_day11_well.png,1,3858,12,well_A2/well0870_day12_well.png,1,3932,13,well_A2/well0870_day13_well.png,1,3681
3167,A1,1364,0,1364,well_A1/well1364_day00_well.png,1,451,1,well_A1/well1364_day01_well.png,1,436,2,well_A1/well1364_day02_well.png,0,0,3,well_A1/well1364_day03_well.png,0,0,4,well_A1/well1364_day04_well.png,0,0,5,well_A1/well1364_day05_well.png,0,0,6,well_A1/well1364_day06_well.png,0,0,7,well_A1/well1364_day07_well.png,0,0,8,well_A1/well1364_day08_well.png,0,0,9,well_A1/well1364_day09_well.png,0,0,10,well_A1/well1364_day10_well.png,0,0,11,well_A1/well1364_day11_well.png,0,0,12,well_A1/well1364_day12_well.png,0,0,13,well_A1/well1364_day13_well.png,0,0
3168,C1,452,0,0452,well_C1/well0452_day00_well.png,0,0,1,well_C1/well0452_day01_well.png,1,642,2,well_C1/well0452_day02_well.png,0,0,3,well_C1/well0452_day03_well.png,0,0,4,well_C1/well0452_day04_well.png,0,0,5,well_C1/well0452_day05_well.png,0,0,6,well_C1/well0452_day06_well.png,0,0,7,well_C1/well0452_day07_well.png,0,0,8,well_C1/well0452_day08_well.png,0,0,9,well_C1/well0452_day09_well.png,0,0,10,well_C1/well0452_day10_well.png,0,0,11,well_C1/well0452_day11_well.png,0,0,12,well_C1/well0452_day12_well.png,0,0,13,well_C1/well0452_day13_well.png,0,0
3169,A1,431,0,0431,well_A1/well0431_day00_well.png,1,1860,1,well_A1/well0431_day01_well.png,0,0,2,well_A1/well0431_day02_well.png,1,313,3,well_A1/well0431_day03_well.png,1,943,4,well_A1/well0431_day04_well.png,1,568,5,well_A1/well0431_day05_well.png,1,736,6,well_A1/well0431_day06_well.png,1,220,7,well_A1/well0431_day07_well.png,1,970,8,well_A1/well0431_day08_well.png,1,832,9,well_A1/well0431_day09_well.png,1,1281,10,well_A1/well0431_day10_well.png,1,1192,11,well_A1/well0431_day11_well.png,1,522,12,well_A1/well0431_day12_well.png,1,918,13,well_A1/well0431_day13_well.png,1,1259
3170,A1,2322,0,2322,well_A1/well2322_day00_well.png,1,9782,1,well_A1/well2322_day01_well.png,1,2429,2,well_A1/well2322_day02_well.png,1,2786,3,well_A1/well2322_day03_well.png,1,4674,4,well_A1/well2322_day04_well.png,0,0,5,well_A1/well2322_day05_well.png,0,0,6,well_A1/well2322_day06_well.png,1,154,7,well_A1/well2322_day07_well.png,1,271,8,well_A1/well2322_day08_well.png,1,249,9,well_A1/well2322_day09_well.png,1,205,10,well_A1/well2322_day10_well.png,1,112,11,well_A1/well2322_day11_well.png,1,222,12,well_A1/well2322_day12_well.png,1,202,13,well_A1/well2322_day13_well.png,1,189
3171,C1,372,0,0372,well_C1/well0372_day00_well.png,0,0,1,well_C1/well0372_day01_well.png,0,0,2,well_C1/well0372_day02_well.png,0,0,3,well_C1/well0372_day03_well.png,0,0,4,well_C1/well0372_day04_well.png,0,0,5,well_C1/well0372_day05_well.png,0,0,6,well_C1/well0372_day06_well.png,0,0,7,well_C1/well0372_day07_well.png,0,0,8,well_C1/well0372_day08_well.png,0,0,9,well_C1/well0372_day09_well.png,0,0,10,well_C1/well0372_day10_well.png,0,0,11,well_C1/well0372_day11_well.png,0,0,12,well_C1/well0372_day12_well.png,0,0,13,well_C1/well0372_day13_well.png,0,0
3172,C1,2835,0,2835,well_C1/well2835_day00_well.png,1,358,1,well_C1/well2835_day01_well.png,1,248,2,well_C1/well2835_day02_well.png,0,0,3,well_C1/well2835_day03_well.png,1,653,4,well_C1/well2835_day04_well.png,1,89,5,well_C1/well2835_day05_well.png,0,0,6,well_C1/well2835_day06_well.png,0,0,7,well_C1/well2835_day07_well.png,0,0,8,well_C1/well2835_day08_well.png,0,0,9,well_C1/well2835_day09_well.png,0,0,10,well_C1/well2835_day10_well.png,0,0,11,well_C1/well2835_day11_well.png,0,0,12,well_C1/well2835_day12_well.png,0,0,13,well_C1/well2835_day13_well.png,0,0
3173,C1,2138,0,2138,well_C1/well2138_day00_well.png,1,860,1,well_C1/well2138_day01_well.png,1,44,2,well_C1/well2138_day02_well.png,0,0,3,well_C1/well2138_day03_well.png,0,0,4,well_C1/well2138_day04_well.png,0,0,5,well_C1/well2138_day05_well.png,0,0,6,well_C1/well2138_day06_well.png,0,0,7,well_C1/well2138_day07_well.png,1,25,8,well_C1/well2138_day08_well.png,0,0,9,well_C1/well2138_day09_well.png,0,0,10,well_C1/well2138_day10_well.png,0,0,11,well_C1/well2138_day11_well.png,0,0,12,well_C1/well2138_day12_well.png,0,0,13,well_C1/well2138_day13_well.png,0,0
3174,C1,428,0,0428,well_C1/well0428_day00_well.png,0,0,1,well_C1/well0428_day01_well.png,0,0,2,well_C1/well0428_day02_well.png,0,0,3,well_C1/well0428_day03_well.png,0,0,4,well_C1/well0428_day04_well.png,0,0,5,well_C1/well0428_day05_well.png,0,0,6,well_C1/well0428_day06_well.png,1,1529,7,well_C1/well0428_day07_well.png,1,2022,8,well_C1/well0428_day08_well.png,1,1654,9,well_C1/well0428_day09_well.png,1,911,10,well_C1/well0428_day10_well.png,1,1656,11,well_C1/well0428_day11_well.png,1,3037,12,well_C1/well0428_day12_well.png,1,2979,13,well_C1/well0428_day13_well.png,1,2154
3175,C1,1192,0,1192,well_C1/well1192_day00_well.png,0,0,1,well_C1/well1192_day01_well.png,0,0,2,well_C1/well1192_day02_well.png,1,3008,3,well_C1/well1192_day03_well.png,1,44,4,well_C1/well1192_day04_well.png,0,0,5,well_C1/well1192_day05_well.png,1,367,6,well_C1/well1192_day06_well.png,1,621,7,well_C1/well1192_day07_well.png,1,348,8,well_C1/well1192_day08_well.png,1,521,9,well_C1/well1192_day09_well.png,1,302,10,well_C1/well1192_day10_well.png,1,386,11,well_C1/well1192_day11_well.png,1,354,12,well_C1/well1192_day12_well.png,1,504,13,well_C1/well1192_day13_well.png,0,0
3176,C1,2780,0,2780,well_C1/well2780_day00_well.png,1,298,1,well_C1/well2780_day01_well.png,1,324,2,well_C1/well2780_day02_well.png,1,317,3,well_C1/well2780_day03_well.png,1,542,4,well_C1/well2780_day04_well.png,1,1102,5,well_C1/well2780_day05_well.png,1,1149,6,well_C1/well2780_day06_well.png,1,1355,7,well_C1/well2780_day07_well.png,1,1035,8,well_C1/well2780_day08_well.png,1,1193,9,well_C1/well2780_day09_well.png,1,1221,10,well_C1/well2780_day10_well.png,1,843,11,well_C1/well2780_day11_well.png,1,1159,12,well_C1/well2780_day12_well.png,1,1116,13,well_C1/well2780_day13_well.png,1,6667
3177,A2,104,0,0104,well_A2/well0104_day00_well.png,1,2898,1,well_A2/well0104_day01_well.png,1,2555,2,well_A2/well0104_day02_well.png,1,2825,3,well_A2/well0104_day03_well.png,1,2697,4,well_A2/well0104_day04_well.png,1,2289,5,well_A2/well0104_day05_well.png,1,3507,6,well_A2/well0104_day06_well.png,1,3703,7,well_A2/well0104_day07_well.png,1,3373,8,well_A2/well0104_day08_well.png,1,3399,9,well_A2/well0104_day09_well.png,1,3467,10,well_A2/well0104_day10_well.png,1,3326,11,well_A2/well0104_day11_well.png,1,3638,12,well_A2/well0104_day12_well.png,1,2895,13,well_A2/well0104_day13_well.png,1,2719
3178,A1,3166,0,3166,well_A1/well3166_day00_well.png,0,0,1,well_A1/well3166_day01_well.png,0,0,2,well_A1/well3166_day02_well.png,0,0,3,well_A1/well3166_day03_well.png,0,0,4,well_A1/well3166_day04_well.png,0,0,5,well_A1/well3166_day05_well.png,0,0,6,well_A1/well3166_day06_well.png,0,0,7,well_A1/well3166_day07_well.png,0,0,8,well_A1/well3166_day08_well.png,0,0,9,well_A1/well3166_day09_well.png,0,0,10,well_A1/well3166_day10_well.png,0,0,11,well_A1/well3166_day11_well.png,0,0,12,well_A1/well3166_day12_well.png,0,0,13,well_A1/well3166_day13_well.png,1,262
3179,C1,2156,0,2156,well_C1/well2156_day00_well.png,0,0,1,well_C1/well2156_day01_well.png,0,0,2,well_C1/well2156_day02_well.png,0,0,3,well_C1/well2156_day03_well.png,0,0,4,well_C1/well2156_day04_well.png,0,0,5,well_C1/well2156_day05_well.png,0,0,6,well_C1/well2156_day06_well.png,0,0,7,well_C1/well2156_day07_well.png,0,0,8,well_C1/well2156_day08_well.png,0,0,9,well_C1/well2156_day09_well.png,0,0,10,well_C1/well2156_day10_well.png,1,1934,11,well_C1/well2156_day11_well.png,0,0,12,well_C1/well2156_day12_well.png,0,0,13,well_C1/well2156_day13_well.png,0,0
3180,C1,294,0,0294,well_C1/well0294_day00_well.png,0,0,1,well_C1/well0294_day01_well.png,1,198,2,well_C1/well0294_day02_well.png,1,108,3,well_C1/well0294_day03_well.png,0,0,4,well_C1/well0294_day04_well.png,1,98,5,well_C1/well0294_day05_well.png,1,147,6,well_C1/well0294_day06_well.png,1,281,7,well_C1/well0294_day07_well.png,1,150,8,well_C1/well0294_day08_well.png,1,101,9,well_C1/well0294_day09_well.png,0,0,10,well_C1/well0294_day10_well.png,1,277,11,well_C1/well0294_day11_well.png,1,186,12,well_C1/well0294_day12_well.png,1,83,13,well_C1/well0294_day13_well.png,1,145
3181,C1,1802,0,1802,well_C1/well1802_day00_well.png,1,721,1,well_C1/well1802_day01_well.png,1,556,2,well_C1/well1802_day02_well.png,1,407,3,well_C1/well1802_day03_well.png,0,0,4,well_C1/well1802_day04_well.png,1,387,5,well_C1/well1802_day05_well.png,1,371,6,well_C1/well1802_day06_well.png,1,403,7,well_C1/well1802_day07_well.png,1,303,8,well_C1/well1802_day08_well.png,1,372,9,well_C1/well1802_day09_well.png,1,243,10,well_C1/well1802_day10_well.png,1,340,11,well_C1/well1802_day11_well.png,1,655,12,well_C1/well1802_day12_well.png,1,371,13,well_C1/well1802_day13_well.png,1,382
3182,A2,3595,0,3595,well_A2/well3595_day00_well.png,0,0,1,well_A2/well3595_day01_well.png,0,0,2,well_A2/well3595_day02_well.png,0,0,3,well_A2/well3595_day03_well.png,0,0,4,well_A2/well3595_day04_well.png,0,0,5,well_A2/well3595_day05_well.png,0,0,6,well_A2/well3595_day06_well.png,0,0,7,well_A2/well3595_day07_well.png,0,0,8,well_A2/well3595_day08_well.png,0,0,9,well_A2/well3595_day09_well.png,0,0,10,well_A2/well3595_day10_well.png,0,0,11,well_A2/well3595_day11_well.png,0,0,12,well_A2/well3595_day12_well.png,0,0,13,well_A2/well3595_day13_well.png,0,0
