,well_id_1,day_1,median_pixel_intensity_1,mw_area_shape_1,original_hyst1_area_1,original_hyst2_area_1,image_name_1,well_label,well_id_13,day_13,median_pixel_intensity_13,mw_area_shape_13,original_hyst1_area_13,original_hyst2_area_13,image_name_13,hyst2_area_13
2780,2285,1,122.0,9024,321,188,well2285_day01_well.png,2285,2285,13,128.0,8554,936,748,well2285_day13_well.png,0.5881889412149497
2781,4055,1,118.0,8099,5,0,well4055_day01_well.png,4055,4055,13,130.0,8280,93,0,well4055_day13_well.png,0.0
2782,2150,1,122.0,8280,421,233,well2150_day01_well.png,2150,2150,13,128.0,8190,565,344,well2150_day13_well.png,0.2705040050507255
2783,4457,1,117.0,7917,15,0,well4457_day01_well.png,4457,4457,13,128.0,8554,409,34,well4457_day13_well.png,0.026735860964315895
2784,2805,1,120.0,8099,384,386,well2805_day01_well.png,2805,2805,13,130.0,8554,136,82,well2805_day13_well.png,0.06448060585511481
2785,1087,1,131.0,8640,426,25,well1087_day01_well.png,1087,1087,13,133.0,6642,242,0,well1087_day13_well.png,0.0
2786,3991,1,99.0,7998,18,0,well3991_day01_well.png,3991,3991,13,114.0,11128,666,323,well3991_day13_well.png,0.253990679161001
2787,949,1,135.0,7310,75,0,well0949_day01_well.png,0949,949,13,134.0,8460,204,0,well0949_day13_well.png,0.0
2788,4207,1,117.0,8008,10,0,well4207_day01_well.png,4207,4207,13,128.0,9595,629,534,well4207_day13_well.png,0.4199102869101379
2789,484,1,144.0,7565,13,0,well0484_day01_well.png,0484,484,13,153.0,8280,767,564,well0484_day13_well.png,0.4435007524668872
2790,1864,1,136.0,6972,59,0,well1864_day01_well.png,1864,1864,13,136.0,6885,83,0,well1864_day13_well.png,0.0
2791,3786,1,122.0,7920,884,737,well3786_day01_well.png,3786,3786,13,132.0,8556,1792,1588,well3786_day13_well.png,1.2487219768039306
2792,2510,1,120.0,8463,48,0,well2510_day01_well.png,2510,2510,13,131.0,9200,379,0,well2510_day13_well.png,0.0
2793,2419,1,122.0,7826,527,478,well2419_day01_well.png,2419,2419,13,132.0,8463,862,776,well2419_day13_well.png,0.6102067090679157
2794,1444,1,136.0,6888,9,0,well1444_day01_well.png,1444,1444,13,136.0,7310,31,0,well1444_day13_well.png,0.0
2795,2817,1,118.0,9373,1093,738,well2817_day01_well.png,2817,2817,13,126.0,9646,1232,1211,well2817_day13_well.png,0.9522684596407809
2796,1041,1,135.0,7134,37,0,well1041_day01_well.png,1041,1041,13,134.0,8554,57,0,well1041_day13_well.png,0.0
2797,2361,1,121.0,8342,81,0,well2361_day01_well.png,2361,2361,13,127.0,8928,1506,1261,well2361_day13_well.png,0.9915859022353631
2798,858,1,136.0,7308,45,0,well0858_day01_well.png,0858,858,13,135.0,7225,3,0,well0858_day13_well.png,0.0
2799,1682,1,136.0,8178,288,168,well1682_day01_well.png,1682,1682,13,134.0,7055,623,472,well1682_day13_well.png,0.371156658092856
2800,3802,1,122.0,8100,10,0,well3802_day01_well.png,3802,3802,13,131.0,8280,60,0,well3802_day13_well.png,0.0
2801,907,1,137.0,7224,17,0,well0907_day01_well.png,0907,907,13,137.0,14500,3878,3300,well0907_day13_well.png,2.5949512112424253
2802,2427,1,118.0,7920,67,0,well2427_day01_well.png,2427,2427,13,131.0,9936,399,320,well2427_day13_well.png,0.25163163260532606
2803,103,1,146.0,7744,12,0,well0103_day01_well.png,0103,103,13,146.0,9240,315,0,well0103_day13_well.png,0.0
2804,221,1,146.0,8184,446,409,well0221_day01_well.png,0221,221,13,156.0,8188,397,218,well0221_day13_well.png,0.1714240497123784
2805,4618,1,118.0,8188,266,0,well4618_day01_well.png,4618,4618,13,121.0,8464,7299,7218,well4618_day13_well.png,5.675866012953886
2806,125,1,148.0,7912,20,0,well0125_day01_well.png,0125,125,13,144.0,9345,17,0,well0125_day13_well.png,0.0
2807,3690,1,120.0,8281,1,0,well3690_day01_well.png,3690,3690,13,131.0,8836,735,77,well3690_day13_well.png,0.06054886159565659
2808,673,1,141.0,7826,506,463,well0673_day01_well.png,0673,673,13,145.0,7656,69,0,well0673_day13_well.png,0.0
2809,2021,1,134.0,7216,63,0,well2021_day01_well.png,2021,2021,13,132.0,8460,285,191,well2021_day13_well.png,0.150192630711304
2810,2155,1,119.0,8190,419,360,well2155_day01_well.png,2155,2155,13,130.0,8190,902,759,well2155_day13_well.png,0.5968387785857578
2811,3542,1,117.0,8281,526,162,well3542_day01_well.png,3542,3542,13,127.0,8460,2,0,well3542_day13_well.png,0.0
2812,489,1,139.0,8736,50,0,well0489_day01_well.png,0489,489,13,143.0,7735,2276,2046,well0489_day13_well.png,1.6088697509703036
2813,3458,1,117.0,8099,655,473,well3458_day01_well.png,3458,3458,13,127.0,8366,575,234,well3458_day13_well.png,0.1840056313426447
2814,1053,1,131.0,8736,84,0,well1053_day01_well.png,1053,1053,13,131.0,8924,120,0,well1053_day13_well.png,0.0
2815,4135,1,116.0,7654,51,0,well4135_day01_well.png,4135,4135,13,128.0,8277,150,0,well4135_day13_well.png,0.0
2816,4062,1,118.0,8550,63,0,well4062_day01_well.png,4062,4062,13,129.0,8544,840,415,well4062_day13_well.png,0.32633477353503226
2817,4455,1,117.0,8008,602,44,well4455_day01_well.png,4455,4455,13,127.0,8554,1275,1200,well4455_day13_well.png,0.9436186222699728
2818,1790,1,123.0,13516,8578,7977,well1790_day01_well.png,1790,1790,13,138.0,7134,185,33,well1790_day13_well.png,0.02594951211242425
2819,4695,1,117.0,8736,120,0,well4695_day01_well.png,4695,4695,13,126.0,8640,1872,1490,well4695_day13_well.png,1.1716597893185496
2820,3220,1,115.0,9009,997,703,well3220_day01_well.png,3220,3220,13,128.0,8554,991,574,well3220_day13_well.png,0.45136424098580363
2821,2727,1,119.0,7917,74,0,well2727_day01_well.png,2727,2727,13,129.0,8075,121,0,well2727_day13_well.png,0.0
2822,361,1,146.0,7735,13,0,well0361_day01_well.png,0361,361,13,157.0,8888,363,183,well0361_day13_well.png,0.14390183989617086
2823,3145,1,118.0,7650,47,0,well3145_day01_well.png,3145,3145,13,128.0,8460,1393,1268,well3145_day13_well.png,0.9970903441986047
2824,1131,1,128.0,8640,1035,501,well1131_day01_well.png,1131,1131,13,129.0,8256,149,0,well1131_day13_well.png,0.0
2825,4383,1,116.0,8178,23,0,well4383_day01_well.png,4383,4383,13,128.0,8811,679,150,well4383_day13_well.png,0.1179523277837466
2826,1316,1,119.0,9434,243,0,well1316_day01_well.png,1316,1316,13,131.0,8460,113,0,well1316_day13_well.png,0.0
2827,4775,1,117.0,9408,574,402,well4775_day01_well.png,4775,4775,13,126.0,9555,1724,1626,well4775_day13_well.png,1.2786032331758133
2828,852,1,137.0,7224,880,573,well0852_day01_well.png,0852,852,13,139.0,7480,259,189,well0852_day13_well.png,0.14861993300752072
2829,4270,1,116.0,7743,2,0,well4270_day01_well.png,4270,4270,13,127.0,8281,10,0,well4270_day13_well.png,0.0
2830,4713,1,117.0,7912,9,0,well4713_day01_well.png,4713,4713,13,127.0,8372,356,71,well4713_day13_well.png,0.05583076848430672
2831,2983,1,118.0,8100,10,0,well2983_day01_well.png,2983,2983,13,131.0,8370,118,44,well2983_day13_well.png,0.03459934948323234
2832,179,1,143.0,7392,175,0,well0179_day01_well.png,0179,179,13,135.0,8460,689,412,well0179_day13_well.png,0.32397572697935734
2833,1711,1,127.0,8360,182,83,well1711_day01_well.png,1711,1711,13,139.0,7565,368,83,well1711_day13_well.png,0.06526695470700646
2834,1861,1,138.0,7565,23,0,well1861_day01_well.png,1861,1861,13,136.0,7221,198,93,well1861_day13_well.png,0.0731304432259229
2835,2142,1,129.0,8184,81,0,well2142_day01_well.png,2142,2142,13,131.0,8460,301,170,well2142_day13_well.png,0.13367930482157947
2836,2527,1,119.0,8004,97,0,well2527_day01_well.png,2527,2527,13,132.0,8370,304,127,well2527_day13_well.png,0.09986630419023879
2837,1372,1,125.0,8556,26,0,well1372_day01_well.png,1372,1372,13,130.0,8930,47,0,well1372_day13_well.png,0.0
2838,4579,1,118.0,7920,36,0,well4579_day01_well.png,4579,4579,13,129.0,9646,1677,1439,well4579_day13_well.png,1.1315559978720757
2839,1315,1,121.0,7917,13,0,well1315_day01_well.png,1315,1315,13,131.0,9701,188,0,well1315_day13_well.png,0.0
2840,3422,1,118.0,8096,31,0,well3422_day01_well.png,3422,3422,13,128.0,8280,2595,2036,well3422_day13_well.png,1.6010062624513872
2841,4773,1,117.0,8370,619,44,well4773_day01_well.png,4773,4773,13,126.0,8740,1434,1382,well4773_day13_well.png,1.086734113314252
2842,4066,1,118.0,8372,24,0,well4066_day01_well.png,4066,4066,13,128.0,8463,2,0,well4066_day13_well.png,0.0
2843,867,1,139.0,7743,1486,1260,well0867_day01_well.png,0867,867,13,140.0,7565,275,0,well0867_day13_well.png,0.0
2844,4586,1,117.0,8280,333,281,well4586_day01_well.png,4586,4586,13,127.0,8640,446,118,well4586_day13_well.png,0.092789164523214
2845,2592,1,120.0,8188,12,0,well2592_day01_well.png,2592,2592,13,131.0,8448,35,0,well2592_day13_well.png,0.0
2846,3605,1,120.0,9328,362,0,well3605_day01_well.png,3605,3605,13,130.0,8640,414,201,well3605_day13_well.png,0.15805611923022045
2847,4465,1,117.0,8280,285,25,well4465_day01_well.png,4465,4465,13,127.0,8648,591,212,well4465_day13_well.png,0.16670595660102852
2848,3634,1,116.0,7826,302,256,well3634_day01_well.png,3634,3634,13,125.0,8832,1011,559,well3634_day13_well.png,0.439569008207429
2849,546,1,143.0,7392,32,0,well0546_day01_well.png,0546,546,13,150.0,8091,150,0,well0546_day13_well.png,0.0
2850,4326,1,117.0,7920,13,0,well4326_day01_well.png,4326,4326,13,128.0,8464,121,0,well4326_day13_well.png,0.0
2851,2266,1,122.0,8188,33,0,well2266_day01_well.png,2266,2266,13,128.0,8526,622,389,well2266_day13_well.png,0.30588970338584953
2852,3917,1,97.0,8096,4,0,well3917_day01_well.png,3917,3917,13,122.0,8277,1254,1219,well3917_day13_well.png,0.9585592504559141
2853,3791,1,121.0,8178,5,0,well3791_day01_well.png,3791,3791,13,133.0,6400,171,137,well3791_day13_well.png,0.10772979270915523
2854,2908,1,118.0,8272,389,139,well2908_day01_well.png,2908,2908,13,128.0,8277,861,493,well2908_day13_well.png,0.3876699839825805
2855,655,1,141.0,7565,51,0,well0655_day01_well.png,0655,655,13,139.0,7740,2596,2335,well0655_day13_well.png,1.8361245691669887
2856,1160,1,137.0,8075,268,0,well1160_day01_well.png,1160,1160,13,133.0,8460,14,0,well1160_day13_well.png,0.0
2857,2229,1,121.0,8366,554,528,well2229_day01_well.png,2229,2229,13,126.0,9858,32,0,well2229_day13_well.png,0.0
2858,605,1,142.0,7656,169,0,well0605_day01_well.png,0605,605,13,151.0,7826,480,160,well0605_day13_well.png,0.12581581630266303
2859,3834,1,106.0,8099,184,0,well3834_day01_well.png,3834,3834,13,130.0,8366,128,87,well3834_day13_well.png,0.06841235011457303
2860,4780,1,117.0,9312,190,0,well4780_day01_well.png,4780,4780,13,127.0,8827,1200,1152,well4780_day13_well.png,0.9058738773791739
2861,3395,1,118.0,8277,10,0,well3395_day01_well.png,3395,3395,13,127.0,8464,43,0,well3395_day13_well.png,0.0
2862,960,1,137.0,7055,1190,1164,well0960_day01_well.png,0960,960,13,137.0,7224,141,0,well0960_day13_well.png,0.0
2863,3952,1,59.0,14883,1388,1044,well3952_day01_well.png,3952,3952,13,121.0,8370,698,247,well3952_day13_well.png,0.19422816641723606
2864,342,1,146.0,7480,150,0,well0342_day01_well.png,0342,342,13,155.0,8099,171,0,well0342_day13_well.png,0.0
2865,3205,1,118.0,8190,244,98,well3205_day01_well.png,3205,3205,13,127.0,8835,2271,1943,well3205_day13_well.png,1.5278758192254642
2866,3268,1,119.0,8184,20,0,well3268_day01_well.png,3268,3268,13,128.0,8736,39,0,well3268_day13_well.png,0.0
2867,3749,1,121.0,7820,420,401,well3749_day01_well.png,3749,3749,13,131.0,8277,1016,955,well3749_day13_well.png,0.75096315355652
2868,3558,1,118.0,7917,0,0,well3558_day01_well.png,3558,3558,13,127.0,8178,12,0,well3558_day13_well.png,0.0
2869,1331,1,126.0,8740,23,0,well1331_day01_well.png,1331,1331,13,131.0,8827,236,0,well1331_day13_well.png,0.0
2870,3298,1,118.0,8091,622,510,well3298_day01_well.png,3298,3298,13,127.0,8372,303,112,well3298_day13_well.png,0.08807107141186413
2871,3451,1,117.0,8096,8,0,well3451_day01_well.png,3451,3451,13,127.0,8649,20,0,well3451_day13_well.png,0.0
2872,3685,1,123.0,9108,210,0,well3685_day01_well.png,3685,3685,13,134.0,6391,403,188,well3685_day13_well.png,0.14783358415562908
2873,3497,1,117.0,8084,465,382,well3497_day01_well.png,3497,3497,13,126.0,8550,64,0,well3497_day13_well.png,0.0
2874,1773,1,126.0,8736,456,278,well1773_day01_well.png,1773,1773,13,123.0,8010,147,0,well1773_day13_well.png,0.0
2875,1831,1,126.0,8463,2722,2502,well1831_day01_well.png,1831,1831,13,129.0,8648,8011,7927,well1831_day13_well.png,6.233387348945062
2876,835,1,137.0,7304,665,253,well0835_day01_well.png,0835,835,13,137.0,7221,3030,2942,well0835_day13_well.png,2.313438322265217
2877,4255,1,117.0,7744,438,416,well4255_day01_well.png,4255,4255,13,126.0,10494,2854,2793,well4255_day13_well.png,2.1962723433333617
2878,1530,1,126.0,8366,41,0,well1530_day01_well.png,1530,1530,13,133.0,9828,207,0,well1530_day13_well.png,0.0
2879,2308,1,119.0,8096,11,0,well2308_day01_well.png,2308,2308,13,127.0,8633,43,0,well2308_day13_well.png,0.0
2880,2249,1,120.0,8463,263,213,well2249_day01_well.png,2249,2249,13,128.0,8827,2617,2333,well2249_day13_well.png,1.8345518714632054
2881,1803,1,135.0,7310,10,0,well1803_day01_well.png,1803,1803,13,134.0,7980,617,271,well1803_day13_well.png,0.21310053886263552
2882,878,1,135.0,8648,111,0,well0878_day01_well.png,0878,878,13,135.0,7395,30,0,well0878_day13_well.png,0.0
2883,4385,1,116.0,9212,216,0,well4385_day01_well.png,4385,4385,13,126.0,8730,757,95,well4385_day13_well.png,0.07470314092970617
2884,1151,1,127.0,8544,1125,890,well1151_day01_well.png,1151,1151,13,129.0,8554,295,0,well1151_day13_well.png,0.0
2885,1729,1,129.0,8460,51,0,well1729_day01_well.png,1729,1729,13,138.0,7055,324,223,well1729_day13_well.png,0.17535579397183662
2886,2883,1,118.0,8096,30,0,well2883_day01_well.png,2883,2883,13,131.0,6723,39,0,well2883_day13_well.png,0.0
2887,1385,1,131.0,9612,25,0,well1385_day01_well.png,1385,1385,13,135.0,8075,13,0,well1385_day13_well.png,0.0
2888,2417,1,120.0,7830,671,610,well2417_day01_well.png,2417,2417,13,130.0,10450,2742,2491,well2417_day13_well.png,1.9587949900620851
2889,1086,1,131.0,8740,480,0,well1086_day01_well.png,1086,1086,13,105.0,11881,10303,9964,well1086_day13_well.png,7.8351799602483405
2890,34,1,146.0,7744,28,0,well0034_day01_well.png,0034,34,13,134.0,6888,104,0,well0034_day13_well.png,0.0
2891,2156,1,119.0,8280,178,0,well2156_day01_well.png,2156,2156,13,130.0,8554,62,0,well2156_day13_well.png,0.0
2892,1783,1,137.0,6970,56,0,well1783_day01_well.png,1783,1783,13,135.0,7047,490,271,well1783_day13_well.png,0.21310053886263552
2893,1629,1,130.0,8460,100,0,well1629_day01_well.png,1629,1629,13,138.0,7395,85,0,well1629_day13_well.png,0.0
2894,986,1,136.0,7138,872,573,well0986_day01_well.png,0986,986,13,136.0,7055,52,0,well0986_day13_well.png,0.0
2895,3785,1,121.0,8463,86,0,well3785_day01_well.png,3785,3785,13,130.0,9595,972,533,well3785_day13_well.png,0.41912393805824627
2896,1855,1,123.0,8277,39,0,well1855_day01_well.png,1855,1855,13,133.0,6560,283,173,well1855_day13_well.png,0.13603835137725442
2897,923,1,139.0,7395,40,0,well0923_day01_well.png,0923,923,13,138.0,7654,141,0,well0923_day13_well.png,0.0
2898,3489,1,116.0,9646,10,0,well3489_day01_well.png,3489,3489,13,127.0,8550,265,138,well3489_day13_well.png,0.10851614156104687
2899,4338,1,108.0,8188,3671,3440,well4338_day01_well.png,4338,4338,13,129.0,9737,1265,963,well4338_day13_well.png,0.7572539443716532
2900,4132,1,116.0,7917,32,0,well4132_day01_well.png,4132,4132,13,128.0,8736,233,0,well4132_day13_well.png,0.0
2901,4587,1,117.0,8008,34,0,well4587_day01_well.png,4587,4587,13,126.0,8360,460,117,well4587_day13_well.png,0.09200281567132235
2902,3135,1,118.0,7920,272,214,well3135_day01_well.png,3135,3135,13,128.0,8370,209,108,well3135_day13_well.png,0.08492567600429755
2903,3040,1,117.0,7482,27,0,well3040_day01_well.png,3040,3040,13,132.0,6561,55,0,well3040_day13_well.png,0.0
2904,4774,1,117.0,10712,900,433,well4774_day01_well.png,4774,4774,13,126.0,8649,958,801,well4774_day13_well.png,0.6298654303652068
2905,2591,1,120.0,9009,113,0,well2591_day01_well.png,2591,2591,13,131.0,6004,278,248,well2591_day13_well.png,0.19501451526912772
2906,3664,1,123.0,8370,33,0,well3664_day01_well.png,3664,3664,13,134.0,6720,46,0,well3664_day13_well.png,0.0
2907,419,1,140.0,7476,842,730,well0419_day01_well.png,0419,419,13,134.0,6960,706,413,well0419_day13_well.png,0.324762075831249
2908,3967,1,119.0,8190,403,34,well3967_day01_well.png,3967,3967,13,127.0,8736,1933,1422,well3967_day13_well.png,1.1181880673899178
2909,1177,1,123.0,8645,33,0,well1177_day01_well.png,1177,1177,13,128.0,8832,168,112,well1177_day13_well.png,0.08807107141186413
2910,2866,1,119.0,8184,21,0,well2866_day01_well.png,2866,2866,13,130.0,8272,839,663,well2866_day13_well.png,0.52134928880416
2911,3173,1,117.0,8554,1850,1744,well3173_day01_well.png,3173,3173,13,127.0,9108,1062,777,well3173_day13_well.png,0.6109930579198074
2912,2917,1,119.0,8536,4,0,well2917_day01_well.png,2917,2917,13,129.0,10185,725,611,well2917_day13_well.png,0.48045914850579446
2913,4608,1,117.0,8280,47,0,well4608_day01_well.png,4608,4608,13,126.0,8550,120,0,well4608_day13_well.png,0.0
2914,4708,1,118.0,8099,9,0,well4708_day01_well.png,4708,4708,13,126.0,8272,16,0,well4708_day13_well.png,0.0
2915,2179,1,117.0,9737,589,547,well2179_day01_well.png,2179,2179,13,129.0,14036,5746,4929,well2179_day13_well.png,3.8759134909739132
2916,2343,1,121.0,8550,129,0,well2343_day01_well.png,2343,2343,13,128.0,9919,167,0,well2343_day13_well.png,0.0
2917,4358,1,117.0,8099,0,0,well4358_day01_well.png,4358,4358,13,128.0,9630,1122,992,well4358_day13_well.png,0.7800580610765109
2918,3748,1,122.0,7917,9,0,well3748_day01_well.png,3748,3748,13,132.0,8280,20,0,well3748_day13_well.png,0.0
2919,1587,1,132.0,6162,101,0,well1587_day01_well.png,1587,1587,13,134.0,6804,1415,809,well1587_day13_well.png,0.63615622118034
2920,3183,1,117.0,8091,4813,4575,well3183_day01_well.png,3183,3183,13,128.0,9215,2004,1819,well3183_day13_well.png,1.4303685615909005
2921,2588,1,119.0,7820,8,0,well2588_day01_well.png,2588,2588,13,130.0,8342,175,0,well2588_day13_well.png,0.0
2922,508,1,142.0,7392,39,0,well0508_day01_well.png,0508,508,13,139.0,7568,602,158,well0508_day13_well.png,0.12424311859887975
2923,4677,1,118.0,8277,11,0,well4677_day01_well.png,4677,4677,13,127.0,8554,119,0,well4677_day13_well.png,0.0
2924,3616,1,113.0,7565,18,0,well3616_day01_well.png,3616,3616,13,124.0,8460,517,49,well3616_day13_well.png,0.03853109374269056
2925,4451,1,116.0,7917,334,93,well4451_day01_well.png,4451,4451,13,127.0,8448,815,529,well4451_day13_well.png,0.4159785426506797
2926,451,1,146.0,7743,14,0,well0451_day01_well.png,0451,451,13,143.0,7743,92,0,well0451_day13_well.png,0.0
2927,3820,1,121.0,8372,330,299,well3820_day01_well.png,3820,3820,13,113.0,13680,12741,12602,well3820_day13_well.png,9.909568231538497
2928,1455,1,122.0,8008,8,0,well1455_day01_well.png,1455,1455,13,131.0,8556,18,0,well1455_day13_well.png,0.0
2929,1376,1,121.0,10791,58,0,well1376_day01_well.png,1376,1376,13,131.0,8455,393,140,well1376_day13_well.png,0.11008883926483017
2930,1308,1,129.0,8556,23,0,well1308_day01_well.png,1308,1308,13,134.0,6640,155,0,well1308_day13_well.png,0.0
2931,856,1,137.0,7480,353,37,well0856_day01_well.png,0856,856,13,133.0,7138,104,0,well0856_day13_well.png,0.0
2932,4296,1,118.0,7743,1,0,well4296_day01_well.png,4296,4296,13,128.0,8372,123,0,well4296_day13_well.png,0.0
2933,2914,1,119.0,8096,20,0,well2914_day01_well.png,2914,2914,13,129.0,8640,274,0,well2914_day13_well.png,0.0
2934,437,1,143.0,7830,809,777,well0437_day01_well.png,0437,437,13,135.0,7310,298,164,well0437_day13_well.png,0.12896121171022962
2935,1804,1,133.0,7224,3615,3286,well1804_day01_well.png,1804,1804,13,134.0,7920,1335,841,well1804_day13_well.png,0.6613193844408726
2936,1485,1,135.0,7052,85,0,well1485_day01_well.png,1485,1485,13,139.0,7480,129,0,well1485_day13_well.png,0.0
2937,3715,1,117.0,8008,262,244,well3715_day01_well.png,3715,3715,13,129.0,10812,392,183,well3715_day13_well.png,0.14390183989617086
2938,2382,1,120.0,8272,147,0,well2382_day01_well.png,2382,2382,13,128.0,8448,1003,736,well2382_day13_well.png,0.57875275499225
2939,969,1,135.0,7395,240,131,well0969_day01_well.png,0969,969,13,134.0,8272,732,374,well0969_day13_well.png,0.29409447060747484
2940,2500,1,117.0,8989,166,0,well2500_day01_well.png,2500,2500,13,130.0,8460,1178,978,well2500_day13_well.png,0.7690491771500279
2941,2981,1,116.0,7917,70,0,well2981_day01_well.png,2981,2981,13,131.0,13098,2647,2022,well2981_day13_well.png,1.5899973785249042
2942,86,1,150.0,9064,178,0,well0086_day01_well.png,0086,86,13,143.0,7568,55,0,well0086_day13_well.png,0.0
2943,3240,1,116.0,7920,779,683,well3240_day01_well.png,3240,3240,13,127.0,8736,355,219,well3240_day13_well.png,0.17221039856427003
2944,1212,1,123.0,8096,162,0,well1212_day01_well.png,1212,1212,13,133.0,6474,217,0,well1212_day13_well.png,0.0
2945,899,1,133.0,7480,22,0,well0899_day01_well.png,0899,899,13,131.0,9450,64,0,well0899_day13_well.png,0.0
2946,1196,1,123.0,8091,133,0,well1196_day01_well.png,1196,1196,13,126.0,8544,145,0,well1196_day13_well.png,0.0
2947,1842,1,137.0,7440,101,77,well1842_day01_well.png,1842,1842,13,136.0,7968,79,0,well1842_day13_well.png,0.0
2948,1327,1,130.0,8640,395,296,well1327_day01_well.png,1327,1327,13,136.0,7140,248,145,well1327_day13_well.png,0.11402058352428839
2949,292,1,147.0,7650,12,0,well0292_day01_well.png,0292,292,13,142.0,7565,26,0,well0292_day13_well.png,0.0
2950,1007,1,135.0,7221,568,44,well1007_day01_well.png,1007,1007,13,135.0,7138,50,0,well1007_day13_well.png,0.0
2951,2607,1,119.0,7820,451,452,well2607_day01_well.png,2607,2607,13,131.0,8360,114,0,well2607_day13_well.png,0.0
2952,4348,1,117.0,7917,7,0,well4348_day01_well.png,4348,4348,13,127.0,8722,1574,1397,well4348_day13_well.png,1.0985293460926266
2953,542,1,142.0,7568,19,0,well0542_day01_well.png,0542,542,13,152.0,8272,752,255,well0542_day13_well.png,0.20051895723236923
2954,2882,1,116.0,8460,557,570,well2882_day01_well.png,2882,2882,13,131.0,8640,804,131,well2882_day13_well.png,0.10301169959780536
2955,467,1,146.0,8648,90,0,well0467_day01_well.png,0467,467,13,151.0,7917,858,237,well0467_day13_well.png,0.18636467789831962
2956,1219,1,118.0,7644,44,0,well1219_day01_well.png,1219,1219,13,132.0,8740,235,0,well1219_day13_well.png,0.0
2957,2931,1,118.0,8277,232,148,well2931_day01_well.png,2931,2931,13,127.0,8372,208,168,well2931_day13_well.png,0.1321066071177962
2958,3071,1,118.0,8460,26,0,well3071_day01_well.png,3071,3071,13,128.0,8360,130,0,well3071_day13_well.png,0.0
2959,4101,1,118.0,8100,19,0,well4101_day01_well.png,4101,4101,13,128.0,8099,38,0,well4101_day13_well.png,0.0
2960,1684,1,135.0,7052,114,0,well1684_day01_well.png,1684,1684,13,134.0,7221,2710,2465,well1684_day13_well.png,1.9383499199129024
2961,3636,1,114.0,7832,3,0,well3636_day01_well.png,3636,3636,13,124.0,8544,1253,570,well3636_day13_well.png,0.4482188455782371
2962,172,1,148.0,7740,14,0,well0172_day01_well.png,0172,172,13,137.0,7052,64,0,well0172_day13_well.png,0.0
2963,4722,1,117.0,7917,1005,965,well4722_day01_well.png,4722,4722,13,127.0,8281,43,0,well4722_day13_well.png,0.0
2964,104,1,147.0,7920,137,0,well0104_day01_well.png,0104,104,13,144.0,9152,581,0,well0104_day13_well.png,0.0
2965,3097,1,117.0,7917,24,0,well3097_day01_well.png,3097,3097,13,126.0,8742,26,0,well3097_day13_well.png,0.0
2966,3417,1,118.0,8096,175,127,well3417_day01_well.png,3417,3417,13,128.0,8370,376,133,well3417_day13_well.png,0.10458439730158865
2967,3669,1,122.0,7654,19,0,well3669_day01_well.png,3669,3669,13,132.0,6560,405,305,well3669_day13_well.png,0.23983639982695143
2968,2790,1,120.0,8280,45,0,well2790_day01_well.png,2790,2790,13,129.0,8178,34,0,well2790_day13_well.png,0.0
2969,1023,1,136.0,7392,920,499,well1023_day01_well.png,1023,1023,13,136.0,7310,292,0,well1023_day13_well.png,0.0
2970,3916,1,114.0,7480,0,0,well3916_day01_well.png,3916,3916,13,109.0,11058,2500,1645,well3916_day13_well.png,1.2935438613617545
2971,3290,1,118.0,8099,31,0,well3290_day01_well.png,3290,3290,13,127.0,8649,110,0,well3290_day13_well.png,0.0
2972,1912,1,126.0,8272,29,0,well1912_day01_well.png,1912,1912,13,135.0,7138,44,0,well1912_day13_well.png,0.0
2973,512,1,144.0,7744,38,0,well0512_day01_well.png,0512,512,13,141.0,7912,469,267,well0512_day13_well.png,0.20995514345506894
2974,4128,1,116.0,7744,9,0,well4128_day01_well.png,4128,4128,13,127.0,8370,36,0,well4128_day13_well.png,0.0
2975,2061,1,131.0,7138,272,0,well2061_day01_well.png,2061,2061,13,130.0,8370,182,0,well2061_day13_well.png,0.0
2976,1280,1,137.0,7968,210,133,well1280_day01_well.png,1280,1280,13,135.0,6972,542,414,well1280_day13_well.png,0.3255484246831406
2977,3490,1,117.0,9919,13,0,well3490_day01_well.png,3490,3490,13,126.0,8352,184,0,well3490_day13_well.png,0.0
2978,3720,1,119.0,10404,414,144,well3720_day01_well.png,3720,3720,13,131.0,8648,500,177,well3720_day13_well.png,0.13918374678482098
2979,4354,1,118.0,8099,957,724,well4354_day01_well.png,4354,4354,13,128.0,8740,1560,1493,well4354_day13_well.png,1.1740188358742245
2980,1158,1,123.0,9894,86,0,well1158_day01_well.png,1158,1158,13,129.0,8366,92,0,well1158_day13_well.png,0.0
2981,3148,1,118.0,8099,37,0,well3148_day01_well.png,3148,3148,13,127.0,9595,60,0,well3148_day13_well.png,0.0
2982,3399,1,117.0,8370,123,0,well3399_day01_well.png,3399,3399,13,126.0,8544,24,0,well3399_day13_well.png,0.0
2983,4622,1,115.0,7917,1,0,well4622_day01_well.png,4622,4622,13,126.0,8827,169,0,well4622_day13_well.png,0.0
2984,3570,1,117.0,8550,5,0,well3570_day01_well.png,3570,3570,13,127.0,9494,56,0,well3570_day13_well.png,0.0
2985,968,1,134.0,7310,36,0,well0968_day01_well.png,0968,968,13,134.0,7052,149,0,well0968_day13_well.png,0.0
2986,4539,1,117.0,8280,19,0,well4539_day01_well.png,4539,4539,13,128.0,9568,870,738,well4539_day13_well.png,0.5803254526960333
